file,class 0,class 1,class 2,class 3,class 4,class 5,class 6,class 7,class 8,class 9
0.10_9.1b.wav,1,0,0,0,0,0,0,0,0,1
0.10_9.1c.wav,1,0,0,0,0,0,0,0,0,1
0.10_9.5_8.9a.wav,1,0,0,0,0,0,0,0,1,1
0.10_9.5_8.9b.wav,1,0,0,0,0,0,0,0,1,1
0.10_9.5_8.9c.wav,1,0,0,0,0,0,0,0,1,1
0.10_9.5_8.9d.wav,1,0,0,0,0,0,0,0,1,1
0.10_9.5_8.9e.wav,1,0,0,0,0,0,0,0,1,1
0.10_9.5_8.9f.wav,1,0,0,0,0,0,0,0,1,1
0.10_9.5_8.9g.wav,1,0,0,0,0,0,0,0,1,1
0.10_9.5_8.9h.wav,1,0,0,0,0,0,0,0,1,1
0.10_9.5_8.9i.wav,1,0,0,0,0,0,0,0,1,1
0.10a.wav,1,0,0,0,0,0,0,0,0,0
0.11_1.16a.wav,1,1,0,0,0,0,0,0,0,0
0.11_1.16b.wav,1,1,0,0,0,0,0,0,0,0
0.11_1.16c.wav,1,1,0,0,0,0,0,0,0,0
0.11_1.3a.wav,1,1,0,0,0,0,0,0,0,0
0.11_1.3b.wav,1,1,0,0,0,0,0,0,0,0
0.11_1.3c.wav,1,1,0,0,0,0,0,0,0,0
0.11_2.4a.wav,1,0,1,0,0,0,0,0,0,0
0.11_2.4b.wav,1,0,1,0,0,0,0,0,0,0
0.11_2.4c.wav,1,0,1,0,0,0,0,0,0,0
0.11_3.15a.wav,1,0,0,1,0,0,0,0,0,0
0.11_3.15b.wav,1,0,0,1,0,0,0,0,0,0
0.11_3.15c.wav,1,0,0,1,0,0,0,0,0,0
0.11_5.10a.wav,1,0,0,0,0,1,0,0,0,0
0.11_5.10b.wav,1,0,0,0,0,1,0,0,0,0
0.11_5.10c.wav,1,0,0,0,0,1,0,0,0,0
0.11_5.5a.wav,1,0,0,0,0,1,0,0,0,0
0.11_5.5b.wav,1,0,0,0,0,1,0,0,0,0
0.11_5.5c.wav,1,0,0,0,0,1,0,0,0,0
0.11_6.11a.wav,1,0,0,0,0,0,1,0,0,0
0.11_6.11b.wav,1,0,0,0,0,0,1,0,0,0
0.11_6.11c.wav,1,0,0,0,0,0,1,0,0,0
0.11_6.16a.wav,1,0,0,0,0,0,1,0,0,0
0.11_6.16b.wav,1,0,0,0,0,0,1,0,0,0
0.11_6.16c.wav,1,0,0,0,0,0,1,0,0,0
0.11_7.7a.wav,1,0,0,0,0,0,0,1,0,0
0.11_7.7b.wav,1,0,0,0,0,0,0,1,0,0
0.11_7.7c.wav,1,0,0,0,0,0,0,1,0,0
0.11_8.3a.wav,1,0,0,0,0,0,0,0,1,0
0.11_8.3b.wav,1,0,0,0,0,0,0,0,1,0
0.11_8.3c.wav,1,0,0,0,0,0,0,0,1,0
0.11_8.7a.wav,1,0,0,0,0,0,0,0,1,0
0.11_8.7b.wav,1,0,0,0,0,0,0,0,1,0
0.11_8.7c.wav,1,0,0,0,0,0,0,0,1,0
0.11_9.9a.wav,1,0,0,0,0,0,0,0,0,1
0.11_9.9b.wav,1,0,0,0,0,0,0,0,0,1
0.11_9.9c.wav,1,0,0,0,0,0,0,0,0,1
0.11a.wav,1,0,0,0,0,0,0,0,0,0
0.12_1.11a.wav,1,1,0,0,0,0,0,0,0,0
0.12_1.11b.wav,1,1,0,0,0,0,0,0,0,0
0.12_1.11c.wav,1,1,0,0,0,0,0,0,0,0
0.12_1.17a.wav,1,1,0,0,0,0,0,0,0,0
0.12_1.17b.wav,1,1,0,0,0,0,0,0,0,0
0.12_1.17c.wav,1,1,0,0,0,0,0,0,0,0
0.12_1.4a.wav,1,1,0,0,0,0,0,0,0,0
0.12_1.4b.wav,1,1,0,0,0,0,0,0,0,0
0.12_1.4c.wav,1,1,0,0,0,0,0,0,0,0
0.12_2.7a.wav,1,0,1,0,0,0,0,0,0,0
0.12_2.7b.wav,1,0,1,0,0,0,0,0,0,0
0.12_2.7c.wav,1,0,1,0,0,0,0,0,0,0
0.12_4.0_5.19a.wav,1,0,0,0,1,1,0,0,0,0
0.12_4.0_5.19b.wav,1,0,0,0,1,1,0,0,0,0
0.12_4.0_5.19c.wav,1,0,0,0,1,1,0,0,0,0
0.12_4.0_5.19d.wav,1,0,0,0,1,1,0,0,0,0
0.12_4.0_5.19e.wav,1,0,0,0,1,1,0,0,0,0
0.12_4.0_5.19f.wav,1,0,0,0,1,1,0,0,0,0
0.12_4.0_5.19g.wav,1,0,0,0,1,1,0,0,0,0
0.12_4.0_5.19h.wav,1,0,0,0,1,1,0,0,0,0
0.12_4.0_5.19i.wav,1,0,0,0,1,1,0,0,0,0
0.12_4.18a.wav,1,0,0,0,1,0,0,0,0,0
0.12_4.18b.wav,1,0,0,0,1,0,0,0,0,0
0.12_4.18c.wav,1,0,0,0,1,0,0,0,0,0
0.12_4.3a.wav,1,0,0,0,1,0,0,0,0,0
0.12_4.3b.wav,1,0,0,0,1,0,0,0,0,0
0.12_4.3c.wav,1,0,0,0,1,0,0,0,0,0
0.12_4.6a.wav,1,0,0,0,1,0,0,0,0,0
0.12_4.6b.wav,1,0,0,0,1,0,0,0,0,0
0.12_4.6c.wav,1,0,0,0,1,0,0,0,0,0
0.12_5.19_4.0a.wav,1,0,0,0,1,1,0,0,0,0
0.12_5.19_4.0b.wav,1,0,0,0,1,1,0,0,0,0
0.12_5.19_4.0c.wav,1,0,0,0,1,1,0,0,0,0
0.12_5.19_4.0d.wav,1,0,0,0,1,1,0,0,0,0
0.12_5.19_4.0e.wav,1,0,0,0,1,1,0,0,0,0
0.12_5.19_4.0f.wav,1,0,0,0,1,1,0,0,0,0
0.12_5.19_4.0g.wav,1,0,0,0,1,1,0,0,0,0
0.12_5.19_4.0h.wav,1,0,0,0,1,1,0,0,0,0
0.12_5.19_4.0i.wav,1,0,0,0,1,1,0,0,0,0
0.12_6.8a.wav,1,0,0,0,0,0,1,0,0,0
0.12_6.8b.wav,1,0,0,0,0,0,1,0,0,0
0.12_6.8c.wav,1,0,0,0,0,0,1,0,0,0
0.12_9.10a.wav,1,0,0,0,0,0,0,0,0,1
0.12_9.10b.wav,1,0,0,0,0,0,0,0,0,1
0.12_9.10c.wav,1,0,0,0,0,0,0,0,0,1
0.12a.wav,1,0,0,0,0,0,0,0,0,0
0.13_1.11a.wav,1,1,0,0,0,0,0,0,0,0
0.13_1.11b.wav,1,1,0,0,0,0,0,0,0,0
0.13_1.11c.wav,1,1,0,0,0,0,0,0,0,0
0.13_2.5a.wav,1,0,1,0,0,0,0,0,0,0
0.13_2.5b.wav,1,0,1,0,0,0,0,0,0,0
0.13_2.5c.wav,1,0,1,0,0,0,0,0,0,0
0.13_3.5a.wav,1,0,0,1,0,0,0,0,0,0
0.13_3.5b.wav,1,0,0,1,0,0,0,0,0,0
0.13_3.5c.wav,1,0,0,1,0,0,0,0,0,0
0.13_5.12a.wav,1,0,0,0,0,1,0,0,0,0
0.13_5.12b.wav,1,0,0,0,0,1,0,0,0,0
0.13_5.12c.wav,1,0,0,0,0,1,0,0,0,0
0.13_7.4a.wav,1,0,0,0,0,0,0,1,0,0
0.13_7.4b.wav,1,0,0,0,0,0,0,1,0,0
0.13_7.4c.wav,1,0,0,0,0,0,0,1,0,0
0.13_8.17a.wav,1,0,0,0,0,0,0,0,1,0
0.13_8.17b.wav,1,0,0,0,0,0,0,0,1,0
0.13_8.17c.wav,1,0,0,0,0,0,0,0,1,0
0.13_8.5a.wav,1,0,0,0,0,0,0,0,1,0
0.13_8.5b.wav,1,0,0,0,0,0,0,0,1,0
0.13_8.5c.wav,1,0,0,0,0,0,0,0,1,0
0.13_9.8a.wav,1,0,0,0,0,0,0,0,0,1
0.13_9.8b.wav,1,0,0,0,0,0,0,0,0,1
0.13_9.8c.wav,1,0,0,0,0,0,0,0,0,1
0.13a.wav,1,0,0,0,0,0,0,0,0,0
0.14_2.12a.wav,1,0,1,0,0,0,0,0,0,0
0.14_2.12b.wav,1,0,1,0,0,0,0,0,0,0
0.14_2.12c.wav,1,0,1,0,0,0,0,0,0,0
0.14_2.17a.wav,1,0,1,0,0,0,0,0,0,0
0.14_2.17b.wav,1,0,1,0,0,0,0,0,0,0
0.14_2.17c.wav,1,0,1,0,0,0,0,0,0,0
0.14_2.18_7.17a.wav,1,0,1,0,0,0,0,1,0,0
0.14_2.18_7.17b.wav,1,0,1,0,0,0,0,1,0,0
0.14_2.18_7.17c.wav,1,0,1,0,0,0,0,1,0,0
0.14_2.18_7.17d.wav,1,0,1,0,0,0,0,1,0,0
0.14_2.18_7.17e.wav,1,0,1,0,0,0,0,1,0,0
0.14_2.18_7.17f.wav,1,0,1,0,0,0,0,1,0,0
0.14_2.18_7.17g.wav,1,0,1,0,0,0,0,1,0,0
0.14_2.18_7.17h.wav,1,0,1,0,0,0,0,1,0,0
0.14_2.18_7.17i.wav,1,0,1,0,0,0,0,1,0,0
0.14_2.4a.wav,1,0,1,0,0,0,0,0,0,0
0.14_2.4b.wav,1,0,1,0,0,0,0,0,0,0
0.14_2.4c.wav,1,0,1,0,0,0,0,0,0,0
0.14_3.17_9.7a.wav,1,0,0,1,0,0,0,0,0,1
0.14_3.17_9.7b.wav,1,0,0,1,0,0,0,0,0,1
0.14_3.17_9.7c.wav,1,0,0,1,0,0,0,0,0,1
0.14_3.17_9.7d.wav,1,0,0,1,0,0,0,0,0,1
0.14_3.17_9.7e.wav,1,0,0,1,0,0,0,0,0,1
0.14_3.17_9.7f.wav,1,0,0,1,0,0,0,0,0,1
0.14_3.17_9.7g.wav,1,0,0,1,0,0,0,0,0,1
0.14_3.17_9.7h.wav,1,0,0,1,0,0,0,0,0,1
0.14_3.17_9.7i.wav,1,0,0,1,0,0,0,0,0,1
0.14_4.18a.wav,1,0,0,0,1,0,0,0,0,0
0.14_4.18b.wav,1,0,0,0,1,0,0,0,0,0
0.14_4.18c.wav,1,0,0,0,1,0,0,0,0,0
0.14_4.5a.wav,1,0,0,0,1,0,0,0,0,0
0.14_4.5b.wav,1,0,0,0,1,0,0,0,0,0
0.14_4.5c.wav,1,0,0,0,1,0,0,0,0,0
0.14_5.11a.wav,1,0,0,0,0,1,0,0,0,0
0.14_5.11b.wav,1,0,0,0,0,1,0,0,0,0
0.14_5.11c.wav,1,0,0,0,0,1,0,0,0,0
0.14_5.18a.wav,1,0,0,0,0,1,0,0,0,0
0.14_5.18b.wav,1,0,0,0,0,1,0,0,0,0
0.14_5.18c.wav,1,0,0,0,0,1,0,0,0,0
0.14_6.9a.wav,1,0,0,0,0,0,1,0,0,0
0.14_6.9b.wav,1,0,0,0,0,0,1,0,0,0
0.14_6.9c.wav,1,0,0,0,0,0,1,0,0,0
0.14_7.16a.wav,1,0,0,0,0,0,0,1,0,0
0.14_7.16b.wav,1,0,0,0,0,0,0,1,0,0
0.14_7.16c.wav,1,0,0,0,0,0,0,1,0,0
0.14_7.17_2.18a.wav,1,0,1,0,0,0,0,1,0,0
0.14_7.17_2.18b.wav,1,0,1,0,0,0,0,1,0,0
0.14_7.17_2.18c.wav,1,0,1,0,0,0,0,1,0,0
0.14_7.17_2.18d.wav,1,0,1,0,0,0,0,1,0,0
0.14_7.17_2.18e.wav,1,0,1,0,0,0,0,1,0,0
0.14_7.17_2.18f.wav,1,0,1,0,0,0,0,1,0,0
0.14_7.17_2.18g.wav,1,0,1,0,0,0,0,1,0,0
0.14_7.17_2.18h.wav,1,0,1,0,0,0,0,1,0,0
0.14_7.17_2.18i.wav,1,0,1,0,0,0,0,1,0,0
0.14_7.18_9.19a.wav,1,0,0,0,0,0,0,1,0,1
0.14_7.18_9.19b.wav,1,0,0,0,0,0,0,1,0,1
0.14_7.18_9.19c.wav,1,0,0,0,0,0,0,1,0,1
0.14_7.18_9.19d.wav,1,0,0,0,0,0,0,1,0,1
0.14_7.18_9.19e.wav,1,0,0,0,0,0,0,1,0,1
0.14_7.18_9.19f.wav,1,0,0,0,0,0,0,1,0,1
0.14_7.18_9.19g.wav,1,0,0,0,0,0,0,1,0,1
0.14_7.18_9.19h.wav,1,0,0,0,0,0,0,1,0,1
0.14_7.18_9.19i.wav,1,0,0,0,0,0,0,1,0,1
0.14_7.19a.wav,1,0,0,0,0,0,0,1,0,0
0.14_7.19b.wav,1,0,0,0,0,0,0,1,0,0
0.14_7.19c.wav,1,0,0,0,0,0,0,1,0,0
0.14_8.11a.wav,1,0,0,0,0,0,0,0,1,0
0.14_8.11b.wav,1,0,0,0,0,0,0,0,1,0
0.14_8.11c.wav,1,0,0,0,0,0,0,0,1,0
0.14_9.19_7.18a.wav,1,0,0,0,0,0,0,1,0,1
0.14_9.19_7.18b.wav,1,0,0,0,0,0,0,1,0,1
0.14_9.19_7.18c.wav,1,0,0,0,0,0,0,1,0,1
0.14_9.19_7.18d.wav,1,0,0,0,0,0,0,1,0,1
0.14_9.19_7.18e.wav,1,0,0,0,0,0,0,1,0,1
0.14_9.19_7.18f.wav,1,0,0,0,0,0,0,1,0,1
0.14_9.19_7.18g.wav,1,0,0,0,0,0,0,1,0,1
0.14_9.19_7.18h.wav,1,0,0,0,0,0,0,1,0,1
0.14_9.19_7.18i.wav,1,0,0,0,0,0,0,1,0,1
0.14_9.7_3.17a.wav,1,0,0,1,0,0,0,0,0,1
0.14_9.7_3.17b.wav,1,0,0,1,0,0,0,0,0,1
0.14_9.7_3.17c.wav,1,0,0,1,0,0,0,0,0,1
0.14_9.7_3.17d.wav,1,0,0,1,0,0,0,0,0,1
0.14_9.7_3.17e.wav,1,0,0,1,0,0,0,0,0,1
0.14_9.7_3.17f.wav,1,0,0,1,0,0,0,0,0,1
0.14_9.7_3.17g.wav,1,0,0,1,0,0,0,0,0,1
0.14_9.7_3.17h.wav,1,0,0,1,0,0,0,0,0,1
0.14_9.7_3.17i.wav,1,0,0,1,0,0,0,0,0,1
0.14a.wav,1,0,0,0,0,0,0,0,0,0
0.15_1.6a.wav,1,1,0,0,0,0,0,0,0,0
0.15_1.6b.wav,1,1,0,0,0,0,0,0,0,0
0.15_1.6c.wav,1,1,0,0,0,0,0,0,0,0
0.15_2.18a.wav,1,0,1,0,0,0,0,0,0,0
0.15_2.18b.wav,1,0,1,0,0,0,0,0,0,0
0.15_2.18c.wav,1,0,1,0,0,0,0,0,0,0
0.15_2.8_6.9a.wav,1,0,1,0,0,0,1,0,0,0
0.15_2.8_6.9b.wav,1,0,1,0,0,0,1,0,0,0
0.15_2.8_6.9c.wav,1,0,1,0,0,0,1,0,0,0
0.15_2.8_6.9d.wav,1,0,1,0,0,0,1,0,0,0
0.15_2.8_6.9e.wav,1,0,1,0,0,0,1,0,0,0
0.15_2.8_6.9f.wav,1,0,1,0,0,0,1,0,0,0
0.15_2.8_6.9g.wav,1,0,1,0,0,0,1,0,0,0
0.15_2.8_6.9h.wav,1,0,1,0,0,0,1,0,0,0
0.15_2.8_6.9i.wav,1,0,1,0,0,0,1,0,0,0
0.15_4.13a.wav,1,0,0,0,1,0,0,0,0,0
0.15_4.13b.wav,1,0,0,0,1,0,0,0,0,0
0.15_4.13c.wav,1,0,0,0,1,0,0,0,0,0
0.15_4.5_7.18a.wav,1,0,0,0,1,0,0,1,0,0
0.15_4.5_7.18b.wav,1,0,0,0,1,0,0,1,0,0
0.15_4.5_7.18c.wav,1,0,0,0,1,0,0,1,0,0
0.15_4.5_7.18d.wav,1,0,0,0,1,0,0,1,0,0
0.15_4.5_7.18e.wav,1,0,0,0,1,0,0,1,0,0
0.15_4.5_7.18f.wav,1,0,0,0,1,0,0,1,0,0
0.15_4.5_7.18g.wav,1,0,0,0,1,0,0,1,0,0
0.15_4.5_7.18h.wav,1,0,0,0,1,0,0,1,0,0
0.15_4.5_7.18i.wav,1,0,0,0,1,0,0,1,0,0
0.15_5.10a.wav,1,0,0,0,0,1,0,0,0,0
0.15_5.10b.wav,1,0,0,0,0,1,0,0,0,0
0.15_5.10c.wav,1,0,0,0,0,1,0,0,0,0
0.15_5.16_7.19a.wav,1,0,0,0,0,1,0,1,0,0
0.15_5.16_7.19b.wav,1,0,0,0,0,1,0,1,0,0
0.15_5.16_7.19c.wav,1,0,0,0,0,1,0,1,0,0
0.15_5.16_7.19d.wav,1,0,0,0,0,1,0,1,0,0
0.15_5.16_7.19e.wav,1,0,0,0,0,1,0,1,0,0
0.15_5.16_7.19f.wav,1,0,0,0,0,1,0,1,0,0
0.15_5.16_7.19g.wav,1,0,0,0,0,1,0,1,0,0
0.15_5.16_7.19h.wav,1,0,0,0,0,1,0,1,0,0
0.15_5.16_7.19i.wav,1,0,0,0,0,1,0,1,0,0
0.15_5.16a.wav,1,0,0,0,0,1,0,0,0,0
0.15_5.16b.wav,1,0,0,0,0,1,0,0,0,0
0.15_5.16c.wav,1,0,0,0,0,1,0,0,0,0
0.15_5.17a.wav,1,0,0,0,0,1,0,0,0,0
0.15_5.17b.wav,1,0,0,0,0,1,0,0,0,0
0.15_5.17c.wav,1,0,0,0,0,1,0,0,0,0
0.15_5.4a.wav,1,0,0,0,0,1,0,0,0,0
0.15_5.4b.wav,1,0,0,0,0,1,0,0,0,0
0.15_5.4c.wav,1,0,0,0,0,1,0,0,0,0
0.15_6.15a.wav,1,0,0,0,0,0,1,0,0,0
0.15_6.15b.wav,1,0,0,0,0,0,1,0,0,0
0.15_6.15c.wav,1,0,0,0,0,0,1,0,0,0
0.15_6.18a.wav,1,0,0,0,0,0,1,0,0,0
0.15_6.18b.wav,1,0,0,0,0,0,1,0,0,0
0.15_6.18c.wav,1,0,0,0,0,0,1,0,0,0
0.15_6.7a.wav,1,0,0,0,0,0,1,0,0,0
0.15_6.7b.wav,1,0,0,0,0,0,1,0,0,0
0.15_6.7c.wav,1,0,0,0,0,0,1,0,0,0
0.15_6.9_2.8a.wav,1,0,1,0,0,0,1,0,0,0
0.15_6.9_2.8b.wav,1,0,1,0,0,0,1,0,0,0
0.15_6.9_2.8c.wav,1,0,1,0,0,0,1,0,0,0
0.15_6.9_2.8d.wav,1,0,1,0,0,0,1,0,0,0
0.15_6.9_2.8e.wav,1,0,1,0,0,0,1,0,0,0
0.15_6.9_2.8f.wav,1,0,1,0,0,0,1,0,0,0
0.15_6.9_2.8g.wav,1,0,1,0,0,0,1,0,0,0
0.15_6.9_2.8h.wav,1,0,1,0,0,0,1,0,0,0
0.15_6.9_2.8i.wav,1,0,1,0,0,0,1,0,0,0
0.15_7.18_4.5a.wav,1,0,0,0,1,0,0,1,0,0
0.15_7.18_4.5b.wav,1,0,0,0,1,0,0,1,0,0
0.15_7.18_4.5c.wav,1,0,0,0,1,0,0,1,0,0
0.15_7.18_4.5d.wav,1,0,0,0,1,0,0,1,0,0
0.15_7.18_4.5e.wav,1,0,0,0,1,0,0,1,0,0
0.15_7.18_4.5f.wav,1,0,0,0,1,0,0,1,0,0
0.15_7.18_4.5g.wav,1,0,0,0,1,0,0,1,0,0
0.15_7.18_4.5h.wav,1,0,0,0,1,0,0,1,0,0
0.15_7.18_4.5i.wav,1,0,0,0,1,0,0,1,0,0
0.15_7.19_5.16a.wav,1,0,0,0,0,1,0,1,0,0
0.15_7.19_5.16b.wav,1,0,0,0,0,1,0,1,0,0
0.15_7.19_5.16c.wav,1,0,0,0,0,1,0,1,0,0
0.15_7.19_5.16d.wav,1,0,0,0,0,1,0,1,0,0
0.15_7.19_5.16e.wav,1,0,0,0,0,1,0,1,0,0
0.15_7.19_5.16f.wav,1,0,0,0,0,1,0,1,0,0
0.15_7.19_5.16g.wav,1,0,0,0,0,1,0,1,0,0
0.15_7.19_5.16h.wav,1,0,0,0,0,1,0,1,0,0
0.15_7.19_5.16i.wav,1,0,0,0,0,1,0,1,0,0
0.15_8.4a.wav,1,0,0,0,0,0,0,0,1,0
0.15_8.4b.wav,1,0,0,0,0,0,0,0,1,0
0.15_8.4c.wav,1,0,0,0,0,0,0,0,1,0
0.15a.wav,1,0,0,0,0,0,0,0,0,0
0.16_1.13a.wav,1,1,0,0,0,0,0,0,0,0
0.16_1.13b.wav,1,1,0,0,0,0,0,0,0,0
0.16_1.13c.wav,1,1,0,0,0,0,0,0,0,0
0.16_1.16a.wav,1,1,0,0,0,0,0,0,0,0
0.16_1.16b.wav,1,1,0,0,0,0,0,0,0,0
0.16_1.16c.wav,1,1,0,0,0,0,0,0,0,0
0.16_1.7a.wav,1,1,0,0,0,0,0,0,0,0
0.16_1.7b.wav,1,1,0,0,0,0,0,0,0,0
0.16_1.7c.wav,1,1,0,0,0,0,0,0,0,0
0.16_2.17a.wav,1,0,1,0,0,0,0,0,0,0
0.16_2.17b.wav,1,0,1,0,0,0,0,0,0,0
0.16_2.17c.wav,1,0,1,0,0,0,0,0,0,0
0.16_3.13a.wav,1,0,0,1,0,0,0,0,0,0
